customer_city,customer_state,customer_count
sitio novo,RN,1
sobralia,MG,1
solanea,PB,1
sonora,MS,1
sulina,PR,1
sume,PB,1
tabapora,MT,1
taboquinhas,BA,1
tacuru,MS,1
taguatinga,TO,1
taiacu,SP,1
tamandare,PE,1
tamarana,PR,1
tangara,SC,1
taparuba,MG,1
tapejara,PR,1
tapera,RS,1
tapinas,SP,1
tapirai,SP,1
taquarana,AL,1
tavares,RS,1
tecainda,SP,1
teixeira,PB,1
telha,SE,1
teodoro sampaio,BA,1
terenos,MS,1
teresina de goias,GO,1
terezinha,PE,1
terra nova,PE,1
tibau do sul,RN,1
tobias barreto,SE,1
tocos,RJ,1
tocos do moji,MG,1
tome-acu,PA,1
trabiju,SP,1
tracuateua,PA,1
traipu,AL,1
travesseiro,RS,1
tres arroios,RS,1
trombas,GO,1
tuiuti,SP,1
tumiritinga,MG,1
tunapolis,SC,1
tuparece,MG,1
tuparendi,RS,1
tuparetama,PE,1
tupassi,PR,1
turvelandia,GO,1
turvolandia,MG,1
tutoia,MA,1
ubai,MG,1
ubirajara,SP,1
ulianopolis,PA,1
umburanas,BA,1
una,BA,1
uniao da serra,RS,1
uniao do oeste,SC,1
uniao do sul,MT,1
uniao dos palmares,AL,1
unistalda,RS,1
urai,PR,1
uruburetama,CE,1
urucuia,MG,1
valao do barro,RJ,1
vale do sol,RS,1
valentim gentil,SP,1
vanini,RS,1
vargeao,SC,1
vargem,SP,1
vargem alegre,RJ,1
vargem grande do rio pardo,MG,1
varzea,PB,1
varzea alegre,CE,1
varzea do poco,BA,1
varzea nova,BA,1
varzedo,BA,1
venda branca,SP,1
venturosa,PE,1
vera cruz,RN,1
vera cruz do oeste,PR,1
vere,PR,1
vermelho,MG,1
vermelho novo,MG,1
vespasiano correa,RS,1
vicencia,PE,1
vicentina,MS,1
vicosa,RN,1
vieiras,MG,1
vigia,PA,1
vila bela da santissima trindade,MT,1
vila flor,RN,1
vila nova,PR,1
vila reis,PR,1
virginia,MG,1
virgolandia,MG,1
viseu,PA,1
vista alegre,RS,1
vitoria,PR,1
vitoria das missoes,RS,1
vitoria do mearim,MA,1
vitorino,PR,1
wagner,BA,1
wenceslau guimaraes,BA,1
xexeu,PE,1
zortea,SC,1
